TimeMs,BestQuality,Source,Role,DeltaPct
8,519.1687141594584,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Global Explorer,Global Explorer,100
8,462.82457936887045,HOG8-ML01-H2-GPS-GradientEstimation-Escape-Specialist-Local Explorer,Local Explorer,10.852760047725516
19,161.45903784713659,HOG8-ML06-H1-GPS-Spray-Specialist-Global Explorer,Global Explorer,65.11442022649061
20,0.4846796184676486,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Global Explorer,Global Explorer,99.69981264292772
20,0.22216079680109557,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Global Explorer,Global Explorer,54.16337136199913
25,0.001056981826129011,HOG8-ML01-H1-GPS-GradientEstimation-Escape-Specialist-Global Explorer,Global Explorer,99.52422666764409
31,8.495293256083336E-06,HOG8-ML00-H2-GPS-GradientEstimation-Escape-Specialist-Global Explorer,Global Explorer,99.19626874880188
31,1.1477920635050154E-06,HOG8-ML01-H1-GPS-GradientEstimation-Escape-Specialist-Global Explorer,Global Explorer,86.48908249655653
40,0,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Global Explorer,Global Explorer,100
10000,0,Final,Final,0
