TimeMs,BestQuality,Source,Role,DeltaPct
9,688172.1633166505,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Global Explorer,Global Explorer,100
10,644828.1320277917,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Local Explorer,Local Explorer,6.298428445574141
10,634077.9612848441,HOG8-ML04-H2-GPS-Sniper-Specialist-Exploiter,Exploiter,1.6671373671526295
10,561589.6429151802,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,11.432082929168436
11,524471.0937501414,HOG8-ML05-H2-GPS-JADE-Specialist-Local Explorer,Local Explorer,6.609550164130244
14,42.26027344843835,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Global Explorer,Global Explorer,99.99194230645844
20,30.914060031739705,HOG8-ML00-H2-GPS-GradientEstimation-Escape-Specialist-Local Explorer,Local Explorer,26.84841457673512
22,30.449202365507194,HOG8-ML06-H2-GPS-Spray-Specialist-Exploiter,Exploiter,1.5037095281410409
26,27.986897003184378,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Local Explorer,Local Explorer,8.086600538055839
32,27.67791284254011,HOG8-ML01-H2-GPS-GradientEstimation-Escape-Specialist-Exploiter,Exploiter,1.104031506633664
37,26.890276062061094,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Exploiter,Exploiter,2.845723176309891
37,26.44316780649334,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Exploiter,Exploiter,1.6627135196970728
45,25.866723185504792,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Exploiter,Exploiter,2.1799378395465747
50,25.58322606359707,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Exploiter,Exploiter,1.0959916332447865
56,25.200566427938437,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Exploiter,Exploiter,1.4957442611318215
61,24.88667260523399,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Exploiter,Exploiter,1.2455824102288857
67,24.630122061525,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Exploiter,Exploiter,1.030875231006309
71,24.58160884313326,HOG8-ML00-H1-GPS-GradientEstimation-Escape-Specialist-Refiner,Refiner,0.19696702383591969
76,24.373670581166348,HOG8-ML01-H2-GPS-GradientEstimation-Escape-Specialist-Exploiter,Exploiter,0.8459098966787074
