TimeMs,BestQuality,Source,Role,DeltaPct
29,0.8757034825172274,HOG8-ML06-H1-GPS-Spray-Specialist-Global Explorer,Global Explorer,100
31,0.5341034390202567,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,39.008642801674654
45,0.42941642559247534,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,19.600512893123486
59,0.38174779447649954,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,11.100793606161277
61,0.34224090211317726,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,10.34895104436663
73,0.31627594229121897,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,7.586749468469965
89,0.2864745578598167,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,9.422589721971935
104,0.2558021872001859,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,10.706839339862077
119,0.2507006624259315,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,1.994324141670474
135,0.23530250439903552,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,6.142049198392238
150,0.23145281083831495,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,1.6360614480295126
166,0.22151331125311513,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,4.294395712542554
179,0.21692604857398856,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,2.0708745010293637
194,0.20824812845441604,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,4.000404827644608
210,0.19841357856555786,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,4.722515377136218
225,0.19793296215831277,HOG8-ML06-H1-GPS-Spray-Specialist-Refiner,Refiner,0.24222959472820935
239,0.19698469762037238,HOG8-ML06-H1-GPS-Spray-Specialist-Refiner,Refiner,0.47908368954835334
254,0.19164655474790013,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,2.709927693347981
269,0.18438383996687713,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,3.7896401480197115
299,0.1804064185827636,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,2.1571420710340097
314,0.17671461347384018,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,2.0463823504315943
345,0.17081624964785097,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,3.33779063883835
376,0.16391558106376242,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,4.039819746841848
391,0.16335882648638703,HOG8-ML06-H1-GPS-Spray-Specialist-Refiner,Refiner,0.3396593379117603
404,0.1599922084616491,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,2.0608730468680663
420,0.15615352187343115,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,2.3992959564265943
450,0.15329021704034204,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,1.8336472970554802
480,0.15089389832537728,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,1.5632561302552745
494,0.15015100210353713,HOG8-ML06-H1-GPS-Spray-Specialist-Refiner,Refiner,0.49233019365582276
509,0.14502168682598854,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,3.4161045918372586
540,0.14049335184419068,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,3.1225226246550335
569,0.13748463333891756,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,2.141537991498586
599,0.12844375569221544,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,6.575918651515888
645,0.1270426528726523,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,1.0908298437804642
660,0.12485239685669666,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,1.7240320210812528
705,0.12335490146011395,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,1.1994126138415355
750,0.11893539036744243,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,3.5827608310323575
810,0.1129904563114602,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,4.998456756744801
840,0.11178600066534079,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,1.0659799822378784
857,0.10817123362350028,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,3.2336491334565345
885,0.10468044017341824,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,3.227099602313927
929,0.10211990935364483,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,2.446045140363872
990,0.10106906174357734,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,1.0290330423506038
1004,0.09181987715885212,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,9.151350992246627
1020,0.08688231971347196,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,5.377438522203621
1080,0.0843422188850112,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,2.9236107378782314
1109,0.08366694527542293,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,0.8006353384049734
1154,0.08199558828526929,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,1.9976311847548684
1184,0.07989163543432842,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,2.565934210534649
1230,0.07438191542187145,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,6.896491707177543
1259,0.07249336267555331,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,2.538994506402317
1319,0.06978456914193956,HOG8-ML06-H1-GPS-Spray-Specialist-Exploiter,Exploiter,3.7366090268664394
1364,0.06318865799327009,HOG8-ML06-H1-GPS-Spray-Specialist-Local Explorer,Local Explorer,9.451818976274835
