Run,FinalBest,Success,TimeToSuccessMs,ActiveDurationMs,EventCount,LargeJumpCount,RoleEntropy,SourceEntropy,RoleShare_Global Explorer,RoleShare_Local Explorer,RoleShare_Exploiter,RoleShare_Refiner,RoleShare_Polisher
Run_1,0.0,True,3054,3036,109,7,1.4302723526588499,0.5739095534201843,0.06422018348623854,0.22018348623853212,0.6513761467889908,0.05504587155963303,0.009174311926605505
Run_10,0.0,True,96,79,11,4,0.9456603046006401,0.8453509366224364,0.36363636363636365,0.6363636363636364,0.0,0.0,0.0
Run_11,0.0,True,3055,3034,118,5,1.4019878631514346,0.6633846825929579,0.0423728813559322,0.22033898305084745,0.6440677966101694,0.09322033898305085,0.0
Run_12,0.0,True,3027,3005,102,5,1.3731606303029864,0.3227569588973982,0.049019607843137254,0.19607843137254902,0.6666666666666666,0.08823529411764706,0.0
Run_13,0.0,True,3098,3074,120,4,1.4787620594850577,0.8388034949834713,0.03333333333333333,0.24166666666666667,0.6333333333333333,0.058333333333333334,0.03333333333333333
Run_14,0.0,True,171,157,20,6,1.4854752972273344,0.8112781244591328,0.3,0.5,0.2,0.0,0.0
Run_15,0.0,True,3074,3060,108,6,1.4761935606655963,0.6051865766334206,0.05555555555555555,0.25925925925925924,0.6018518518518519,0.08333333333333333,0.0
Run_16,0.0,True,96,84,12,5,1.3250112108241772,0.9182958340544896,0.4166666666666667,0.5,0.08333333333333333,0.0,0.0
Run_17,0.0,True,3055,3037,123,4,1.3216473947539293,0.5535892391886774,0.032520325203252036,0.1951219512195122,0.6910569105691057,0.07317073170731707,0.008130081300813009
Run_18,0.0,True,3016,3002,115,4,1.6034940810181464,0.17437145292163492,0.034782608695652174,0.16521739130434782,0.6173913043478261,0.14782608695652175,0.034782608695652174
Run_19,0.0,True,3058,3041,110,3,1.3663247236015912,0.6639057588563917,0.02727272727272727,0.2636363636363636,0.6272727272727273,0.08181818181818182,0.0
Run_2,0.0,True,3020,2998,88,3,1.7019022056430455,0.15649106290570153,0.03409090909090909,0.23863636363636365,0.5340909090909091,0.17045454545454544,0.022727272727272728
Run_20,0.0,True,3047,3037,98,7,1.5407779803596704,0.5066503344840896,0.07142857142857142,0.2755102040816326,0.5714285714285714,0.08163265306122448,0.0
Run_21,0.0,True,3026,3005,97,5,1.5126116979999362,0.24793583772272643,0.05154639175257732,0.23711340206185566,0.5979381443298969,0.1134020618556701,0.0
Run_22,0.0,True,3057,3037,106,5,1.571115582741007,0.45079138835466503,0.04716981132075472,0.20754716981132076,0.6226415094339622,0.09433962264150944,0.02830188679245283
Run_23,0.0,True,3148,3132,121,6,1.3762797915367275,0.7658606371414411,0.049586776859504134,0.2396694214876033,0.6446280991735537,0.06611570247933884,0.0
Run_24,0.0,True,3055,3038,103,5,1.5337868187959307,0.49017579162734015,0.04854368932038835,0.22330097087378642,0.5922330097087378,0.13592233009708737,0.0
Run_25,0.0,True,3011,2990,97,5,1.441971984147283,0.19902377455969078,0.05154639175257732,0.1958762886597938,0.6597938144329897,0.08247422680412371,0.010309278350515464
Run_26,0.0,True,105,83,11,3,1.2406705316766884,0.6840384356390417,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.0,0.0
Run_27,0.0,True,100,82,14,6,0.9852281360342515,0.9402859586706311,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0
Run_28,0.0,True,3081,3061,105,6,1.4857722057021594,0.5665095065529053,0.05714285714285714,0.2571428571428571,0.6,0.08571428571428572,0.0
Run_29,0.0,True,130,116,15,4,1.158938532350277,0.7219280948873623,0.26666666666666666,0.6666666666666666,0.06666666666666667,0.0,0.0
Run_3,0.0,True,3026,3010,115,6,1.4386856039711897,0.3960214144515063,0.05217391304347826,0.16521739130434782,0.6695652173913044,0.10434782608695652,0.008695652173913044
Run_30,0.0,True,3005,2983,96,3,1.4152176714666822,0.1460942501201363,0.03125,0.17708333333333334,0.6666666666666666,0.11458333333333333,0.010416666666666666
Run_4,0.0,True,3014,2991,103,3,1.2047865100129553,0.21673723613979634,0.02912621359223301,0.18446601941747573,0.7184466019417476,0.06796116504854369,0.0
Run_5,0.0,True,120,106,14,5,1.2638091738835462,0.863120568566631,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.0,0.0
Run_6,0.0,True,3085,3062,111,4,1.4819818508207458,0.6603769229926888,0.036036036036036036,0.2702702702702703,0.5855855855855856,0.10810810810810811,0.0
Run_7,0.0,True,3021,2999,110,4,1.4670861950534622,0.18052466764205782,0.03636363636363636,0.11818181818181818,0.6818181818181818,0.12727272727272726,0.03636363636363636
Run_8,0.0,True,3015,2996,103,3,1.2876939597880033,0.13815722856252644,0.02912621359223301,0.14563106796116504,0.7184466019417476,0.0970873786407767,0.009708737864077669
Run_9,0.0,True,160,147,17,5,1.5656531116458186,0.7871265862012691,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.0,0.0
