Run,FinalBest,Success,TimeToSuccessMs,ActiveDurationMs,EventCount,LargeJumpCount,RoleEntropy,SourceEntropy,RoleShare_Global Explorer,RoleShare_Local Explorer,RoleShare_Exploiter,RoleShare_Refiner,RoleShare_Polisher
Run_1,0.0010148608656144872,False,,9907,879,5,1.6097370855364859,0.9699570021653042,0.005688282138794084,0.04209328782707622,0.3560864618885097,0.49146757679180886,0.10466439135381114
Run_10,0.0012061583611636395,False,,10015,1034,4,1.5561582464432855,1.0062415403189513,0.0038684719535783366,0.039651837524177946,0.3839458413926499,0.4864603481624758,0.086073500967118
Run_11,0.0014401986731723284,False,,9771,867,2,1.5988493057638404,0.9786664879754878,0.002306805074971165,0.05190311418685121,0.3956170703575548,0.4602076124567474,0.08996539792387544
Run_12,0.0012881603965885027,False,,10011,907,4,1.580293544374592,0.9774778444584684,0.004410143329658214,0.044101433296582136,0.402425578831312,0.46306504961411243,0.08599779492833518
Run_13,0.0013469200594140194,False,,10003,871,3,1.6188145897616344,0.9791022965153748,0.003444316877152698,0.04822043628013777,0.4006888633754305,0.44776119402985076,0.09988518943742825
Run_14,0.00123196473371039,False,,10024,969,4,1.6092123673151326,0.9707310209638104,0.0041279669762641896,0.04437564499484004,0.39009287925696595,0.4613003095975232,0.1001031991744066
Run_15,0.0,True,3568,3562,193,5,1.108390959596525,0.31835136152217064,0.025906735751295335,0.23834196891191708,0.7150259067357513,0.015544041450777202,0.0051813471502590676
Run_16,0.0009373036156790247,False,,9992,898,4,1.6193728624447037,0.9459133602508135,0.004454342984409799,0.05456570155902005,0.3184855233853007,0.5189309576837416,0.10356347438752785
Run_17,0.0012677532297372322,False,,9823,984,4,1.5185999253680134,0.9978557329890988,0.0040650406504065045,0.041666666666666664,0.3628048780487805,0.5193089430894309,0.07215447154471545
Run_18,0.0009929782573064524,False,,9910,887,4,1.5588993031457188,0.9407673245433198,0.004509582863585118,0.03720405862457723,0.30214205186020293,0.5467869222096956,0.10935738444193913
Run_19,0.0014471975978270187,False,,9942,912,4,1.589261093103827,0.990745253234559,0.0043859649122807015,0.044956140350877194,0.38048245614035087,0.4791666666666667,0.09100877192982457
Run_2,0.0014954158648080192,False,,10039,881,3,1.61039682750161,0.9915567227136438,0.00340522133938706,0.053348467650397274,0.3677639046538025,0.48240635641316687,0.09307604994324631
Run_20,0.0014209995988259067,False,,9772,865,3,1.5934530074747744,0.9787308650126291,0.003468208092485549,0.047398843930635835,0.4115606936416185,0.4485549132947977,0.08901734104046242
Run_21,0.0012364383088811894,False,,10050,956,2,1.5476106805326793,0.987590390622662,0.0020920502092050207,0.04288702928870293,0.4110878661087866,0.46338912133891214,0.08054393305439331
Run_22,0.0011140988671413164,False,,10019,954,4,1.5715844085870017,0.9581454475335065,0.0041928721174004195,0.0440251572327044,0.43186582809224316,0.4381551362683438,0.08176100628930817
Run_23,0.0010626582784469146,False,,9984,872,4,1.5514351703524205,0.9422073573912969,0.0045871559633027525,0.03211009174311927,0.3084862385321101,0.5424311926605505,0.11238532110091744
Run_24,0.0010791830727549718,False,,10025,897,2,1.598484763565218,0.9912466899139784,0.002229654403567447,0.046822742474916385,0.3712374581939799,0.4793756967670011,0.10033444816053512
Run_25,0.001381127930814068,False,,10105,998,2,1.5504192338227238,1.0443500931037528,0.002004008016032064,0.047094188376753505,0.3587174348697395,0.5090180360721442,0.08316633266533066
Run_26,0.0013492148821930105,False,,10055,894,3,1.5952568150644855,0.9486754251535278,0.003355704697986577,0.049217002237136466,0.3724832214765101,0.48322147651006714,0.09172259507829977
Run_27,0.000998907031336399,False,,10010,908,4,1.5795565469307293,0.9549430262390949,0.004405286343612335,0.046255506607929514,0.31387665198237885,0.5352422907488987,0.10022026431718062
Run_28,0.0014066914353417256,False,,9900,1048,3,1.520300411963303,1.0226132244446178,0.0028625954198473282,0.035305343511450385,0.3845419847328244,0.4961832061068702,0.08110687022900763
Run_29,0.0009941287292922802,False,,9883,884,4,1.3925969233938118,0.9297221227073157,0.004524886877828055,0.005656108597285068,0.3054298642533937,0.581447963800905,0.10294117647058823
Run_3,0.0012539773813381048,False,,10019,940,2,1.5965426428604432,1.0149185921819457,0.002127659574468085,0.052127659574468084,0.3946808510638298,0.46170212765957447,0.08936170212765958
Run_30,0.0015025790996061488,False,,9734,920,4,1.6082815043284864,0.9992342443288057,0.004347826086956522,0.04782608695652174,0.39456521739130435,0.4597826086956522,0.09347826086956522
Run_4,0.001314879331863521,False,,9576,872,3,1.6527460687736937,0.9881453827359361,0.0034403669724770644,0.05619266055045872,0.40022935779816515,0.43577981651376146,0.10435779816513761
Run_5,0.0012043909954759194,False,,10019,902,4,1.5834532480695462,0.9573845978702189,0.004434589800443459,0.04767184035476718,0.369179600886918,0.49223946784922396,0.08647450110864745
Run_6,0.001315832890383038,False,,10015,970,3,1.5407302271640984,0.9714622143779449,0.003092783505154639,0.03402061855670103,0.411340206185567,0.4639175257731959,0.08762886597938144
Run_7,0.0013184248881163252,False,,10044,875,2,1.5194344494490022,1.0018167661206288,0.002285714285714286,0.048,0.3737142857142857,0.5085714285714286,0.06742857142857143
Run_8,0.0013662113139106288,False,,10035,991,2,1.5361822823126134,1.033097100057309,0.0020181634712411706,0.03632694248234107,0.3693239152371342,0.5015136226034309,0.09081735620585267
Run_9,0.0,True,3095,3088,243,7,1.157182971693893,0.24717734153781118,0.02880658436213992,0.17695473251028807,0.7407407407407407,0.04938271604938271,0.00411522633744856
